"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"2433",2007,40,"Never Married","Asian","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2434",2003,45,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"2435",2004,30,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"2436",2003,46,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"2437",2008,34,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"2438",2007,32,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.17609125905568",65.1108537153447
"2439",2004,53,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.96378782734556",143.134940811134
"2440",2008,32,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.34242268082221",76.8936025176112
"2441",2004,39,"Married","Black","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.60205999132796",99.6894636984864
"2442",2007,42,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"2443",2004,40,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.32221929473392",75.3556793180091
"2444",2009,66,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.84509804001426",127.115743812184
"2445",2006,40,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.11394335230684",166.324941233877
"2446",2009,52,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.89209460269048",133.232350826567
"2447",2007,36,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.83250891270624",125.525498433836
"2448",2007,32,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.49415459401844",89.4924795180001
"2449",2008,45,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.43136376415899",84.0459576539924
"2450",2006,37,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.13033376849501",169.073540049428
"2451",2004,47,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.07918124604763",160.642475408263
"2452",2008,49,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.97099736557249",144.170606488233
"2453",2003,53,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.30102999566398",73.7757432746946
"2454",2007,66,"Divorced","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.25527250510331",70.4760196469445
"2455",2006,33,"Married","White","< HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.30102999566398",73.7757432746946
"2456",2004,58,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.54406804435028",94.0727147457005
"2457",2008,41,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.42114306707167",83.1913242935054
"2458",2009,54,"Married","Asian","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"2459",2009,42,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good",NA,"4.46239799789896",86.6951548289402
"2460",2008,24,"Never Married","Other","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.25527250510331",70.4760196469445
"2461",2007,62,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.8750612633917",130.982177377461
"2462",2005,63,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.91488766741439",136.303997562054
"2463",2005,26,"Never Married","Asian","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.73639650227664",114.022580378556
"2464",2004,45,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.66464197555613",106.127582150788
"2465",2003,23,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.47712125471966",87.9810327856054
"2466",2008,31,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.75587485567249",116.265324062503
"2467",2003,44,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.96378782734556",143.134940811134
"2468",2003,43,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4",54.5981500331442
"2469",2004,48,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.8750612633917",48.185650217039
"2470",2008,48,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"2471",2006,55,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.76715586608218",117.584340323354
"2472",2004,45,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.60688524128857",272.294783220064
"2473",2008,48,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.97772360528885",145.143601176911
"2474",2009,63,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2475",2004,57,"Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.57978359661681",97.4932940453934
"2476",2008,69,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2477",2009,31,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"2478",2003,38,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.59198011410292",268.266292012557
"2479",2005,43,"Separated","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2480",2003,19,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.94939000664491",51.9036962665682
"2481",2005,44,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"2482",2007,31,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.90308998699194",134.705375118879
"2483",2004,49,"Never Married","Other","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"2484",2006,29,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.55630250076729",95.2307125669819
"2485",2008,26,"Married","Other","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.34242268082221",76.8936025176112
"2486",2007,37,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.75587485567249",116.265324062503
"2487",2006,30,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.39794000867204",81.2832532842527
"2488",2009,35,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.87993268171161",131.62180303309
"2489",2004,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"2490",2005,44,"Divorced","Other","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.23044892137827",68.7480877337669
"2491",2004,65,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.83250891270624",125.525498433836
"2492",2007,54,"Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"2493",2009,56,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.94448267215017",140.398200161944
"2494",2008,48,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.68124123737559",107.903923866876
"2495",2009,37,"Divorced","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.06069784035361",58.0147820121857
"2496",2005,30,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"2497",2005,46,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.44715803134222",85.3839403789827
"2498",2009,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.88081359228079",131.737801155001
"2499",2005,58,"Divorced","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.39794000867204",81.2832532842527
"2500",2007,52,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.46239799789896",86.6951548289402
"2501",2006,45,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","5.06069784035361",157.700527725737
"2502",2008,33,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.17614916112655",65.11462387776
"2503",2004,51,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.50514997831991",90.4819133566401
"2504",2008,50,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.84509804001426",46.7632687977187
"2505",2006,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.44715803134222",85.3839403789827
"2506",2004,46,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.93951925261862",139.703071527658
"2507",2005,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2508",2003,47,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"2509",2005,47,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.77815125038364",118.884359339886
"2510",2004,44,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.26481782300954",71.1519565433031
"2511",2008,36,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.17609125905568",65.1108537153447
"2512",2008,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.17609125905568",65.1108537153447
"2513",2003,29,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.83250891270624",125.525498433836
"2514",2005,40,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"2515",2007,20,"Never Married","White",NA,"2. Middle Atlantic","Industrial","<=Good","1. Yes","4.26007138798508",70.8150386167557
"2516",2004,32,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.72427586960079",112.6488963421
"2517",2003,36,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.46239799789896",86.6951548289402
"2518",2009,31,"Never Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.41497334797082",82.6796372966372
"2519",2005,28,"Married","Asian","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"2520",2005,41,"Divorced","Other","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.76342799356294",117.146816914805
"2521",2004,54,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"2522",2004,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.77815125038364",118.884359339886
"2523",2003,19,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.23044892137827",68.7480877337669
"2524",2009,59,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","2. No","5.59061783348625",267.901086855275
"2525",2003,64,"Never Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.60205999132796",99.6894636984864
"2526",2003,31,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.52891670027766",92.6581301668597
"2527",2004,37,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2528",2004,30,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"2529",2005,24,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2530",2006,26,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.31806333496276",75.0431540173515
"2531",2004,44,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"2532",2008,39,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62321723414596",276.778413321176
"2533",2005,48,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62618633492728",277.601417511009
"2534",2004,53,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.38916608436453",80.5731997057359
"2535",2004,42,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"2536",2009,44,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.11394335230684",166.324941233877
"2537",2003,25,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.44715803134222",85.3839403789827
"2538",2004,46,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","3.77815125038364",43.7351116779821
"2539",2003,52,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.6232492903979",101.82435207568
"2540",2008,33,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.47712125471966",87.9810327856054
"2541",2007,30,"Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.79934054945358",121.430313822622
"2542",2007,38,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2543",2005,29,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"2544",2008,57,"Married","Asian","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.84509804001426",127.115743812184
"2545",2003,50,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74741180788642",115.285516994187
"2546",2008,23,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.59108687796735",98.6015397849967
"2547",2006,46,"Divorced","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.9731278535997",144.47808766541
"2548",2005,61,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.91381385238372",136.15771083723
"2549",2007,70,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.61278385671974",100.764272842107
"2550",2009,59,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.34242268082221",76.8936025176112
"2551",2003,57,"Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.50514997831991",90.4819133566401
"2552",2003,25,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.46239799789896",86.6951548289402
"2553",2005,48,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.81954393554187",123.908567597957
"2554",2009,52,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","2. No","4.17609125905568",65.1108537153447
"2555",2009,44,"Separated","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.88081359228079",131.737801155001
"2556",2004,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.20411998265593",66.9616443217359
"2557",2008,43,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","5.27875360095283",196.125272594255
"2558",2005,51,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","5.11394335230684",166.324941233877
"2559",2003,43,"Married","Asian","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.17609125905568",65.1108537153447
"2560",2003,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.79239168949825",120.589436530402
"2561",2008,28,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.6232492903979",101.82435207568
"2562",2003,54,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","5",148.413159102577
"2563",2005,34,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.06923136334717",159.052027129346
"2564",2004,50,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2565",2005,36,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.94200805302231",140.051197616953
"2566",2005,36,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.88546864938853",132.352477709878
"2567",2005,71,"Widowed","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.77815125038364",118.884359339886
"2568",2006,31,"Never Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",97.4932940453934
"2569",2005,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","4.90308998699194",134.705375118879
"2570",2007,20,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.27875360095283",72.1504556815713
"2571",2007,23,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"2572",2007,42,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","3.90308998699194",49.5553381215226
"2573",2005,41,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.00432137378264",149.055895589404
"2574",2009,27,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.80617997398389",122.263673892802
"2575",2008,29,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.6232492903979",101.82435207568
"2576",2008,41,"Divorced","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.60205999132796",99.6894636984864
"2577",2003,41,"Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.65321251377534",104.921506533664
"2578",2003,22,"Never Married","White","Some College","2. Middle Atlantic","Information","<=Good","2. No","4.39794000867204",81.2832532842527
"2579",2003,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.30102999566398",73.7757432746946
"2580",2008,50,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.41497334797082",82.6796372966372
"2581",2006,49,"Never Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","5",148.413159102577
"2582",2003,42,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2583",2008,38,"Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.86332286012046",129.453644576625
"2584",2004,55,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.90308998699194",134.705375118879
"2585",2005,47,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.38021124171161",79.8549003093467
"2586",2007,52,"Married","Other","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.2211533219547",68.111994065327
"2587",2009,56,"Divorced","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.69897000433602",40.4056652596845
"2588",2007,30,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.88081359228079",131.737801155001
"2589",2005,56,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.90308998699194",134.705375118879
"2590",2003,46,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.74036268949424",114.475713290347
"2591",2009,43,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.83884909073726",126.323880709786
"2592",2003,35,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.75966784468963",116.707154559148
"2593",2009,58,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69897000433602",109.833985642199
"2594",2009,69,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.39724458101039",81.226746312023
"2595",2006,68,"Divorced","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.47712125471966",87.9810327856054
"2596",2004,52,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"2597",2005,46,"Never Married","Black","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.65321251377534",104.921506533664
"2598",2007,39,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.68124123737559",107.903923866876
"2599",2009,66,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.69897000433602",109.833985642199
"2600",2005,30,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"2601",2006,30,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.68124123737559",107.903923866876
"2602",2005,43,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.27875360095283",72.1504556815713
"2603",2008,49,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.07918124604763",160.642475408263
"2604",2005,54,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2605",2008,48,"Divorced","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.96378782734556",143.134940811134
"2606",2008,37,"Separated","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.57978359661681",97.4932940453934
"2607",2007,46,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.95424250943933",141.77517233318
"2608",2007,53,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","5",148.413159102577
"2609",2009,31,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"2610",2006,18,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.07918124604763",59.0970640815891
"2611",2003,49,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.02734960777476",152.52821689856
"2612",2006,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.39794000867204",81.2832532842527
"2613",2003,40,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","3.77815125038364",43.7351116779821
"2614",2008,37,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.56820172406699",96.3706528322308
"2615",2006,24,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"2616",2007,42,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"2617",2007,27,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.41497334797082",82.6796372966372
"2618",2003,44,"Never Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"2619",2008,46,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.49136169383427",89.2428846644714
"2620",2005,40,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","2. No","4.44404479591808",85.1185334226767
"2621",2007,39,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.11394335230684",166.324941233877
"2622",2008,42,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.61278385671974",100.764272842107
"2623",2003,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"2624",2008,58,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"2625",2005,40,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.09691001300806",163.515863976238
"2626",2003,27,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.44715803134222",85.3839403789827
"2627",2003,31,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.32221929473392",75.3556793180091
"2628",2008,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.17609125905568",65.1108537153447
"2629",2003,38,"Divorced","White","HS Grad",NA,"Industrial",">=Very Good","1. Yes","4.52891670027766",92.6581301668597
"2630",2004,34,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.92427928606188",137.590142766506
"2631",2005,41,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90417436828416",134.85152633512
"2632",2007,20,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.28330122870355",72.4793162971252
"2633",2008,28,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.18477374027202",178.533050380204
"2634",2009,55,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.5910646070265",98.5993438603892
"2635",2008,38,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.7481880270062",115.375038556391
"2636",2005,33,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"2637",2009,43,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","3.60205999132796",36.6737041960799
"2638",2006,50,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"2639",2008,55,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"2640",2005,24,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.30319605742049",73.9357192871731
"2641",2008,41,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"2642",2009,37,"Divorced","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.77815125038364",118.884359339886
"2643",2006,42,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.90308998699194",134.705375118879
"2644",2004,25,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.50514997831991",90.4819133566401
"2645",2005,45,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2646",2009,40,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"2647",2004,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"2648",2006,50,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"2649",2003,42,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.41497334797082",82.6796372966372
"2650",2003,38,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.88081359228079",131.737801155001
"2651",2006,44,"Divorced","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.41497334797082",82.6796372966372
